DEPARTEMENT,COMMUNES,LIEU DE VOTE,BUREAU,ELECTEURS,IMPLANTATION
PIKINE,DJIDA THIAROYE KAO,ECOLE 27,21,599,ECOLE PERE PIARISTE
PIKINE,DJIDA THIAROYE KAO,ECOLE 27,22,596,ECOLE PERE PIARISTE
PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,01,567,SALLE N° 12
PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,02,569,SALLE N° 08
PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,03,570,SALLE N° 07
PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,04,575,SALLE N° 16
PIKINE,DJIDA THIAROYE KAO,Lieu de vote,Bureau,Electeurs,
PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,05,571,SALLE N° 15
PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,06,576,CLASSE CE1 B
PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,07,579,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,08,570,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,09,573,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,10,574,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,11,575,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,01,591,CLASSE DE CI B
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,02,590,CLASSE DE CI A
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,03,593,CLASSE DE CP A
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,04,591,CLASSE DE CE1 B
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,05,593,CLASSE DE CM2 A
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,06,592,CLASSE DE CM2 B
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,07,588,CLASSE DE CE2 B
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,08,593,CLASSE DE CM1 B LANSAR B
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,09,589,CLASSE DE CM2 BLANSAR B
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,10,592,CLASSE DE CM1 B
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,11,587,CLASSE DE CI B LANSAR B
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,12,588,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,13,591,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,14,588,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,15,592,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE LANSAR A,16,591,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE PIKINE MEDINA GOUNASS,01,445,CLASSE DE CE1 B
PIKINE,DJIDA THIAROYE KAO,ECOLE PIKINE MEDINA GOUNASS,02,440,CLASSE DE CP B
PIKINE,DJIDA THIAROYE KAO,ECOLE PIKINE MEDINA GOUNASS,03,439,CLASSE DE CI A
PIKINE,DJIDA THIAROYE KAO,ECOLE PIKINE MEDINA GOUNASS,04,436,CLASSE DE CE2 C
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO A,01,600,CLASSE DE CM2 B
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO A,02,600,CLASSE DE CM2A
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO A,03,600,CLASSE DE CE2 A
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO A,04,600,CLASSE DE CI A
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO A,05,600,CLASSE DE CP A
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO A,06,600,CLASSE DE CM1 A
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO A,07,600,CLASSE DE CE1 A
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO A,08,599,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO A,09,599,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO A,10,334,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO A,11,333,SALLE DE CLASSE
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO B,01,539,CLASSE DE CE1 A
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO B,02,531,CLASSE DE CM2 A
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO B,03,540,CLASSE DE CM1 B
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO B,04,530,CLASSE DE CE2 A
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO B,05,535,CLASSE DE CE1 B
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO B,06,526,CLASSE DE CI C
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO B,07,536,CLASSE DE CI B
PIKINE,DJIDA THIAROYE KAO,ECOLE SALIOU NDONGO B,08,253,SALLE DE CLASSE
